Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight,ElderlyPopulation ,HospitalBeds
14672,,Ghana,2020/4/10,378,6,1,5.3,
14673,,Ghana,2020/4/11,408,8,0,5.3,
14674,,Ghana,2020/4/12,566,8,0,5.3,
14675,,Ghana,2020/4/13,566,8,0,5.3,
14707,,Greece,2020/1/22,0,0,122,28.8,42.091
14708,,Greece,2020/1/23,0,0,129,28.8,42.091
14709,,Greece,2020/1/24,0,0,150,28.8,42.091
14710,,Greece,2020/1/25,0,0,125,28.8,42.091
14711,,Greece,2020/1/26,0,0,149,28.8,42.091
14712,,Greece,2020/1/27,0,0,138,28.8,42.091
14713,,Greece,2020/1/28,0,0,113,28.8,42.091
14714,,Greece,2020/1/29,0,0,117,28.8,42.091
14715,,Greece,2020/1/30,0,0,127,28.8,42.091
14716,,Greece,2020/1/31,0,0,0,28.8,42.091
14717,,Greece,2020/2/1,0,0,125,28.8,42.091
14718,,Greece,2020/2/2,0,0,148,28.8,42.091
14719,,Greece,2020/2/3,0,0,135,28.8,42.091
14720,,Greece,2020/2/4,0,0,115,28.8,42.091
14721,,Greece,2020/2/5,0,0,118,28.8,42.091
14722,,Greece,2020/2/6,0,0,126,28.8,42.091
14723,,Greece,2020/2/7,0,0,145,28.8,42.091
14724,,Greece,2020/2/8,0,0,131,28.8,42.091
14725,,Greece,2020/2/9,0,0,143,28.8,42.091
14726,,Greece,2020/2/10,0,0,134,28.8,42.091
14727,,Greece,2020/2/11,0,0,117,28.8,42.091
14728,,Greece,2020/2/12,0,0,123,28.8,42.091
14729,,Greece,2020/2/13,0,0,128,28.8,42.091
14730,,Greece,2020/2/14,0,0,150,28.8,42.091
14731,,Greece,2020/2/15,0,0,130,28.8,42.091
14732,,Greece,2020/2/16,0,0,150,28.8,42.091
14733,,Greece,2020/2/17,0,0,142,28.8,42.091
14734,,Greece,2020/2/18,0,0,120,28.8,42.091
14735,,Greece,2020/2/19,0,0,130,28.8,42.091
14736,,Greece,2020/2/20,0,0,0,28.8,42.091
14737,,Greece,2020/2/21,0,0,152,28.8,42.091
14738,,Greece,2020/2/22,0,0,134,28.8,42.091
14739,,Greece,2020/2/23,0,0,157,28.8,42.091
14740,,Greece,2020/2/24,0,0,147,28.8,42.091
14741,,Greece,2020/2/25,0,0,128,28.8,42.091
14742,,Greece,2020/2/26,1,0,134,28.8,42.091
14743,,Greece,2020/2/27,3,0,135,28.8,42.091
14744,,Greece,2020/2/28,4,0,155,28.8,42.091
14745,,Greece,2020/2/29,4,0,137,28.8,42.091
14746,,Greece,2020/3/1,7,0,161,28.8,42.091
14747,,Greece,2020/3/2,7,0,151,28.8,42.091
14748,,Greece,2020/3/3,7,0,139,28.8,42.091
14749,,Greece,2020/3/4,9,0,143,28.8,42.091
14750,,Greece,2020/3/5,31,0,144,28.8,42.091
14751,,Greece,2020/3/6,45,0,159,28.8,42.091
14752,,Greece,2020/3/7,46,0,141,28.8,42.091
14753,,Greece,2020/3/8,73,0,164,28.8,42.091
14754,,Greece,2020/3/9,73,0,143,28.8,42.091
14755,,Greece,2020/3/10,89,0,129,28.8,42.091
14756,,Greece,2020/3/11,99,1,130,28.8,42.091
14757,,Greece,2020/3/12,99,1,125,28.8,42.091
14758,,Greece,2020/3/13,190,1,141,28.8,42.091
14759,,Greece,2020/3/14,228,3,119,28.8,42.091
14760,,Greece,2020/3/15,331,4,117,28.8,42.091
14761,,Greece,2020/3/16,331,4,90,28.8,42.091
14762,,Greece,2020/3/17,387,5,90,28.8,42.091
14763,,Greece,2020/3/18,418,5,62,28.8,42.091
14764,,Greece,2020/3/19,418,6,64,28.8,42.091
14765,,Greece,2020/3/20,495,6,65,28.8,42.091
14766,,Greece,2020/3/21,530,13,49,28.8,42.091
14767,,Greece,2020/3/22,624,15,52,28.8,42.091
14768,,Greece,2020/3/23,695,17,31,28.8,42.091
14769,,Greece,2020/3/24,743,20,22,28.8,42.091
14770,,Greece,2020/3/25,821,22,10,28.8,42.091
14771,,Greece,2020/3/26,892,26,5,28.8,42.091
14772,,Greece,2020/3/27,966,28,4,28.8,42.091
14773,,Greece,2020/3/28,1061,32,5,28.8,42.091
14774,,Greece,2020/3/29,1156,38,3,28.8,42.091
14775,,Greece,2020/3/30,1212,43,2,28.8,42.091
14776,,Greece,2020/3/31,1314,49,2,28.8,42.091
14777,,Greece,2020/4/1,1415,50,2,28.8,42.091
14778,,Greece,2020/4/2,1544,53,1,28.8,42.091
14779,,Greece,2020/4/3,1613,63,4,28.8,42.091
14780,,Greece,2020/4/4,1673,68,2,28.8,42.091
14781,,Greece,2020/4/5,1735,73,2,28.8,42.091
14782,,Greece,2020/4/6,1755,79,3,28.8,42.091
14783,,Greece,2020/4/7,1832,81,1,28.8,42.091
14784,,Greece,2020/4/8,1884,83,2,28.8,42.091
14785,,Greece,2020/4/9,1955,87,1,28.8,42.091
14786,,Greece,2020/4/10,2011,92,4,28.8,42.091
14787,,Greece,2020/4/11,2081,93,0,28.8,42.091
14788,,Greece,2020/4/12,2114,98,0,28.8,42.091
14789,,Greece,2020/4/13,2145,99,3,28.8,42.091
14821,,Grenada,2020/1/22,0,0,9,14.9,36
14822,,Grenada,2020/1/23,0,0,8,14.9,36
14823,,Grenada,2020/1/24,0,0,13,14.9,36
14824,,Grenada,2020/1/25,0,0,10,14.9,36
14825,,Grenada,2020/1/26,0,0,12,14.9,36
14826,,Grenada,2020/1/27,0,0,11,14.9,36
14827,,Grenada,2020/1/28,0,0,8,14.9,36
14828,,Grenada,2020/1/29,0,0,10,14.9,36
14829,,Grenada,2020/1/30,0,0,7,14.9,36
14830,,Grenada,2020/1/31,0,0,0,14.9,36
14831,,Grenada,2020/2/1,0,0,9,14.9,36
14832,,Grenada,2020/2/2,0,0,12,14.9,36
14833,,Grenada,2020/2/3,0,0,12,14.9,36
14834,,Grenada,2020/2/4,0,0,9,14.9,36
14835,,Grenada,2020/2/5,0,0,9,14.9,36
14836,,Grenada,2020/2/6,0,0,8,14.9,36
14837,,Grenada,2020/2/7,0,0,13,14.9,36
14838,,Grenada,2020/2/8,0,0,9,14.9,36
14839,,Grenada,2020/2/9,0,0,13,14.9,36
14840,,Grenada,2020/2/10,0,0,12,14.9,36
14841,,Grenada,2020/2/11,0,0,7,14.9,36
14842,,Grenada,2020/2/12,0,0,10,14.9,36
14843,,Grenada,2020/2/13,0,0,8,14.9,36
14844,,Grenada,2020/2/14,0,0,14,14.9,36
14845,,Grenada,2020/2/15,0,0,12,14.9,36
14846,,Grenada,2020/2/16,0,0,12,14.9,36
14847,,Grenada,2020/2/17,0,0,15,14.9,36
14848,,Grenada,2020/2/18,0,0,7,14.9,36
14849,,Grenada,2020/2/19,0,0,9,14.9,36
14850,,Grenada,2020/2/20,0,0,0,14.9,36
14851,,Grenada,2020/2/21,0,0,14,14.9,36
14852,,Grenada,2020/2/22,0,0,12,14.9,36
14853,,Grenada,2020/2/23,0,0,11,14.9,36
14854,,Grenada,2020/2/24,0,0,11,14.9,36
14855,,Grenada,2020/2/25,0,0,7,14.9,36
14856,,Grenada,2020/2/26,0,0,11,14.9,36
14857,,Grenada,2020/2/27,0,0,9,14.9,36
14858,,Grenada,2020/2/28,0,0,14,14.9,36
14859,,Grenada,2020/2/29,0,0,12,14.9,36
14860,,Grenada,2020/3/1,0,0,12,14.9,36
14861,,Grenada,2020/3/2,0,0,11,14.9,36
14862,,Grenada,2020/3/3,0,0,7,14.9,36
14863,,Grenada,2020/3/4,0,0,9,14.9,36
14864,,Grenada,2020/3/5,0,0,10,14.9,36
14865,,Grenada,2020/3/6,0,0,12,14.9,36
14866,,Grenada,2020/3/7,0,0,9,14.9,36
14867,,Grenada,2020/3/8,0,0,13,14.9,36
14868,,Grenada,2020/3/9,0,0,10,14.9,36
14869,,Grenada,2020/3/10,0,0,8,14.9,36
14870,,Grenada,2020/3/11,0,0,9,14.9,36
14871,,Grenada,2020/3/12,0,0,7,14.9,36
14872,,Grenada,2020/3/13,0,0,15,14.9,36
14873,,Grenada,2020/3/14,0,0,14,14.9,36
14874,,Grenada,2020/3/15,0,0,15,14.9,36
14875,,Grenada,2020/3/16,0,0,15,14.9,36
14876,,Grenada,2020/3/17,0,0,11,14.9,36
14877,,Grenada,2020/3/18,0,0,7,14.9,36
14878,,Grenada,2020/3/19,0,0,7,14.9,36
14879,,Grenada,2020/3/20,0,0,11,14.9,36
14880,,Grenada,2020/3/21,0,0,6,14.9,36
14881,,Grenada,2020/3/22,1,0,7,14.9,36
14882,,Grenada,2020/3/23,1,0,2,14.9,36
14883,,Grenada,2020/3/24,1,0,0,14.9,36
14884,,Grenada,2020/3/25,1,0,2,14.9,36
14885,,Grenada,2020/3/26,7,0,1,14.9,36
14886,,Grenada,2020/3/27,7,0,1,14.9,36
14887,,Grenada,2020/3/28,7,0,1,14.9,36
14888,,Grenada,2020/3/29,9,0,1,14.9,36
14889,,Grenada,2020/3/30,9,0,0,14.9,36
14890,,Grenada,2020/3/31,9,0,3,14.9,36
14891,,Grenada,2020/4/1,9,0,1,14.9,36
14892,,Grenada,2020/4/2,10,0,0,14.9,36
14893,,Grenada,2020/4/3,12,0,0,14.9,36
14894,,Grenada,2020/4/4,12,0,0,14.9,36
14895,,Grenada,2020/4/5,12,0,0,14.9,36
14896,,Grenada,2020/4/6,12,0,2,14.9,36
14897,,Grenada,2020/4/7,12,0,0,14.9,36
14898,,Grenada,2020/4/8,12,0,0,14.9,36
14899,,Grenada,2020/4/9,12,0,0,14.9,36
14900,,Grenada,2020/4/10,14,0,0,14.9,36
14901,,Grenada,2020/4/11,14,0,0,14.9,36
14902,,Grenada,2020/4/12,14,0,0,14.9,36
14903,,Grenada,2020/4/13,14,0,0,14.9,36
14935,,Guatemala,2020/1/22,0,0,47,7.2,4
14936,,Guatemala,2020/1/23,0,0,55,7.2,4
14937,,Guatemala,2020/1/24,0,0,53,7.2,4
14938,,Guatemala,2020/1/25,0,0,43,7.2,4
14939,,Guatemala,2020/1/26,0,0,54,7.2,4
14940,,Guatemala,2020/1/27,0,0,48,7.2,4
14941,,Guatemala,2020/1/28,0,0,45,7.2,4
14942,,Guatemala,2020/1/29,0,0,51,7.2,4
14943,,Guatemala,2020/1/30,0,0,56,7.2,4
14944,,Guatemala,2020/1/31,0,0,0,7.2,4
14945,,Guatemala,2020/2/1,0,0,46,7.2,4
14946,,Guatemala,2020/2/2,0,0,51,7.2,4
14947,,Guatemala,2020/2/3,0,0,43,7.2,4
14948,,Guatemala,2020/2/4,0,0,52,7.2,4
14949,,Guatemala,2020/2/5,0,0,49,7.2,4
14950,,Guatemala,2020/2/6,0,0,54,7.2,4
14951,,Guatemala,2020/2/7,0,0,40,7.2,4
14952,,Guatemala,2020/2/8,0,0,41,7.2,4
14953,,Guatemala,2020/2/9,0,0,45,7.2,4
14954,,Guatemala,2020/2/10,0,0,44,7.2,4
14955,,Guatemala,2020/2/11,0,0,45,7.2,4
14956,,Guatemala,2020/2/12,0,0,56,7.2,4
14957,,Guatemala,2020/2/13,0,0,51,7.2,4
14958,,Guatemala,2020/2/14,0,0,53,7.2,4
14959,,Guatemala,2020/2/15,0,0,44,7.2,4
14960,,Guatemala,2020/2/16,0,0,49,7.2,4
14961,,Guatemala,2020/2/17,0,0,48,7.2,4
14962,,Guatemala,2020/2/18,0,0,44,7.2,4
14963,,Guatemala,2020/2/19,0,0,57,7.2,4
14964,,Guatemala,2020/2/20,0,0,0,7.2,4
14965,,Guatemala,2020/2/21,0,0,57,7.2,4
14966,,Guatemala,2020/2/22,0,0,47,7.2,4
14967,,Guatemala,2020/2/23,0,0,50,7.2,4
14968,,Guatemala,2020/2/24,0,0,44,7.2,4
14969,,Guatemala,2020/2/25,0,0,48,7.2,4
14970,,Guatemala,2020/2/26,0,0,52,7.2,4
14971,,Guatemala,2020/2/27,0,0,52,7.2,4
14972,,Guatemala,2020/2/28,0,0,55,7.2,4
14973,,Guatemala,2020/2/29,0,0,41,7.2,4
14974,,Guatemala,2020/3/1,0,0,46,7.2,4
14975,,Guatemala,2020/3/2,0,0,46,7.2,4
14976,,Guatemala,2020/3/3,0,0,47,7.2,4
14977,,Guatemala,2020/3/4,0,0,50,7.2,4
14978,,Guatemala,2020/3/5,0,0,56,7.2,4
14979,,Guatemala,2020/3/6,0,0,48,7.2,4
14980,,Guatemala,2020/3/7,0,0,41,7.2,4
14981,,Guatemala,2020/3/8,0,0,55,7.2,4
14982,,Guatemala,2020/3/9,0,0,50,7.2,4
14983,,Guatemala,2020/3/10,0,0,49,7.2,4
14984,,Guatemala,2020/3/11,0,0,55,7.2,4
14985,,Guatemala,2020/3/12,0,0,53,7.2,4
14986,,Guatemala,2020/3/13,0,0,48,7.2,4
14987,,Guatemala,2020/3/14,1,0,44,7.2,4
14988,,Guatemala,2020/3/15,1,0,50,7.2,4
14989,,Guatemala,2020/3/16,2,1,46,7.2,4
14990,,Guatemala,2020/3/17,6,1,17,7.2,4
14991,,Guatemala,2020/3/18,6,1,6,7.2,4
14992,,Guatemala,2020/3/19,9,1,13,7.2,4
14993,,Guatemala,2020/3/20,12,1,5,7.2,4
14994,,Guatemala,2020/3/21,17,1,4,7.2,4
14995,,Guatemala,2020/3/22,19,1,8,7.2,4
14996,,Guatemala,2020/3/23,20,1,9,7.2,4
14997,,Guatemala,2020/3/24,21,1,6,7.2,4
14998,,Guatemala,2020/3/25,24,1,12,7.2,4
14999,,Guatemala,2020/3/26,25,1,5,7.2,4
15000,,Guatemala,2020/3/27,28,1,11,7.2,4
15001,,Guatemala,2020/3/28,34,1,5,7.2,4
15002,,Guatemala,2020/3/29,34,1,5,7.2,4
15003,,Guatemala,2020/3/30,36,1,10,7.2,4
15004,,Guatemala,2020/3/31,38,1,4,7.2,4
15005,,Guatemala,2020/4/1,39,1,4,7.2,4
15006,,Guatemala,2020/4/2,47,1,7,7.2,4
15007,,Guatemala,2020/4/3,50,1,7,7.2,4
15008,,Guatemala,2020/4/4,61,2,5,7.2,4
15009,,Guatemala,2020/4/5,61,2,3,7.2,4
15010,,Guatemala,2020/4/6,70,3,4,7.2,4
15011,,Guatemala,2020/4/7,77,3,5,7.2,4
15012,,Guatemala,2020/4/8,87,3,5,7.2,4
15013,,Guatemala,2020/4/9,95,3,7,7.2,4
15014,,Guatemala,2020/4/10,126,3,3,7.2,4
15015,,Guatemala,2020/4/11,137,3,0,7.2,4
15016,,Guatemala,2020/4/12,155,5,0,7.2,4
15017,,Guatemala,2020/4/13,156,5,3,7.2,4
15049,,Guinea,2020/1/22,0,0,5,4.7,
15050,,Guinea,2020/1/23,0,0,4,4.7,
15051,,Guinea,2020/1/24,0,0,4,4.7,
15052,,Guinea,2020/1/25,0,0,5,4.7,
15053,,Guinea,2020/1/26,0,0,5,4.7,
15054,,Guinea,2020/1/27,0,0,5,4.7,
15055,,Guinea,2020/1/28,0,0,5,4.7,
15056,,Guinea,2020/1/29,0,0,5,4.7,
15057,,Guinea,2020/1/30,0,0,5,4.7,
15058,,Guinea,2020/1/31,0,0,0,4.7,
15059,,Guinea,2020/2/1,0,0,5,4.7,
15060,,Guinea,2020/2/2,0,0,5,4.7,
15061,,Guinea,2020/2/3,0,0,5,4.7,
15062,,Guinea,2020/2/4,0,0,6,4.7,
15063,,Guinea,2020/2/5,0,0,5,4.7,
15064,,Guinea,2020/2/6,0,0,3,4.7,
15065,,Guinea,2020/2/7,0,0,4,4.7,
15066,,Guinea,2020/2/8,0,0,5,4.7,
15067,,Guinea,2020/2/9,0,0,5,4.7,
15068,,Guinea,2020/2/10,0,0,4,4.7,
15069,,Guinea,2020/2/11,0,0,6,4.7,
15070,,Guinea,2020/2/12,0,0,5,4.7,
15071,,Guinea,2020/2/13,0,0,3,4.7,
15072,,Guinea,2020/2/14,0,0,4,4.7,
15073,,Guinea,2020/2/15,0,0,5,4.7,
15074,,Guinea,2020/2/16,0,0,5,4.7,
15075,,Guinea,2020/2/17,0,0,5,4.7,
15076,,Guinea,2020/2/18,0,0,6,4.7,
15077,,Guinea,2020/2/19,0,0,4,4.7,
15078,,Guinea,2020/2/20,0,0,0,4.7,
15079,,Guinea,2020/2/21,0,0,4,4.7,
15080,,Guinea,2020/2/22,0,0,5,4.7,
15081,,Guinea,2020/2/23,0,0,4,4.7,
15082,,Guinea,2020/2/24,0,0,5,4.7,
15083,,Guinea,2020/2/25,0,0,5,4.7,
15084,,Guinea,2020/2/26,0,0,5,4.7,
15085,,Guinea,2020/2/27,0,0,3,4.7,
15086,,Guinea,2020/2/28,0,0,4,4.7,
15087,,Guinea,2020/2/29,0,0,4,4.7,
15088,,Guinea,2020/3/1,0,0,3,4.7,
15089,,Guinea,2020/3/2,0,0,5,4.7,
15090,,Guinea,2020/3/3,0,0,5,4.7,
15091,,Guinea,2020/3/4,0,0,3,4.7,
15092,,Guinea,2020/3/5,0,0,3,4.7,
15093,,Guinea,2020/3/6,0,0,4,4.7,
15094,,Guinea,2020/3/7,0,0,4,4.7,
15095,,Guinea,2020/3/8,0,0,5,4.7,
15096,,Guinea,2020/3/9,0,0,5,4.7,
15097,,Guinea,2020/3/10,0,0,5,4.7,
15098,,Guinea,2020/3/11,0,0,4,4.7,
15099,,Guinea,2020/3/12,0,0,3,4.7,
15100,,Guinea,2020/3/13,1,0,4,4.7,
15101,,Guinea,2020/3/14,1,0,3,4.7,
15102,,Guinea,2020/3/15,1,0,5,4.7,
15103,,Guinea,2020/3/16,1,0,4,4.7,
15104,,Guinea,2020/3/17,1,0,3,4.7,
15105,,Guinea,2020/3/18,1,0,3,4.7,
15106,,Guinea,2020/3/19,1,0,2,4.7,
15107,,Guinea,2020/3/20,1,0,2,4.7,
15108,,Guinea,2020/3/21,2,0,1,4.7,
15109,,Guinea,2020/3/22,2,0,1,4.7,
15110,,Guinea,2020/3/23,4,0,0,4.7,
15111,,Guinea,2020/3/24,4,0,0,4.7,
15112,,Guinea,2020/3/25,4,0,0,4.7,
15113,,Guinea,2020/3/26,4,0,1,4.7,
15114,,Guinea,2020/3/27,8,0,0,4.7,
15115,,Guinea,2020/3/28,8,0,0,4.7,
15116,,Guinea,2020/3/29,16,0,0,4.7,
15117,,Guinea,2020/3/30,22,0,0,4.7,
15118,,Guinea,2020/3/31,22,0,0,4.7,
15119,,Guinea,2020/4/1,30,0,0,4.7,
15120,,Guinea,2020/4/2,52,0,0,4.7,
15121,,Guinea,2020/4/3,73,0,0,4.7,
15122,,Guinea,2020/4/4,111,0,0,4.7,
15123,,Guinea,2020/4/5,121,0,1,4.7,
15124,,Guinea,2020/4/6,128,0,0,4.7,
15125,,Guinea,2020/4/7,144,0,0,4.7,
15126,,Guinea,2020/4/8,164,0,0,4.7,
15127,,Guinea,2020/4/9,194,0,1,4.7,
15128,,Guinea,2020/4/10,212,0,0,4.7,
15129,,Guinea,2020/4/11,250,0,0,4.7,
15130,,Guinea,2020/4/12,250,0,0,4.7,
15131,,Guinea,2020/4/13,319,0,1,4.7,
15163,,Guinea-Bissau,2020/1/22,0,0,2,4.6,
15164,,Guinea-Bissau,2020/1/23,0,0,1,4.6,
15165,,Guinea-Bissau,2020/1/24,0,0,4,4.6,
15166,,Guinea-Bissau,2020/1/25,0,0,1,4.6,
15167,,Guinea-Bissau,2020/1/26,0,0,2,4.6,
15168,,Guinea-Bissau,2020/1/27,0,0,2,4.6,
15169,,Guinea-Bissau,2020/1/28,0,0,1,4.6,
15170,,Guinea-Bissau,2020/1/29,0,0,2,4.6,
15171,,Guinea-Bissau,2020/1/30,0,0,1,4.6,
15172,,Guinea-Bissau,2020/1/31,0,0,0,4.6,
15173,,Guinea-Bissau,2020/2/1,0,0,1,4.6,
15174,,Guinea-Bissau,2020/2/2,0,0,2,4.6,
15175,,Guinea-Bissau,2020/2/3,0,0,2,4.6,
15176,,Guinea-Bissau,2020/2/4,0,0,1,4.6,
15177,,Guinea-Bissau,2020/2/5,0,0,2,4.6,
15178,,Guinea-Bissau,2020/2/6,0,0,1,4.6,
15179,,Guinea-Bissau,2020/2/7,0,0,4,4.6,
15180,,Guinea-Bissau,2020/2/8,0,0,1,4.6,
15181,,Guinea-Bissau,2020/2/9,0,0,2,4.6,
15182,,Guinea-Bissau,2020/2/10,0,0,1,4.6,
15183,,Guinea-Bissau,2020/2/11,0,0,1,4.6,
15184,,Guinea-Bissau,2020/2/12,0,0,2,4.6,
15185,,Guinea-Bissau,2020/2/13,0,0,1,4.6,
15186,,Guinea-Bissau,2020/2/14,0,0,4,4.6,
15187,,Guinea-Bissau,2020/2/15,0,0,1,4.6,
15188,,Guinea-Bissau,2020/2/16,0,0,2,4.6,
15189,,Guinea-Bissau,2020/2/17,0,0,1,4.6,
15190,,Guinea-Bissau,2020/2/18,0,0,1,4.6,
15191,,Guinea-Bissau,2020/2/19,0,0,2,4.6,
15192,,Guinea-Bissau,2020/2/20,0,0,0,4.6,
15193,,Guinea-Bissau,2020/2/21,0,0,4,4.6,
15194,,Guinea-Bissau,2020/2/22,0,0,1,4.6,
15195,,Guinea-Bissau,2020/2/23,0,0,2,4.6,
15196,,Guinea-Bissau,2020/2/24,0,0,2,4.6,
15197,,Guinea-Bissau,2020/2/25,0,0,1,4.6,
15198,,Guinea-Bissau,2020/2/26,0,0,2,4.6,
15199,,Guinea-Bissau,2020/2/27,0,0,1,4.6,
15200,,Guinea-Bissau,2020/2/28,0,0,4,4.6,
15201,,Guinea-Bissau,2020/2/29,0,0,1,4.6,
15202,,Guinea-Bissau,2020/3/1,0,0,2,4.6,
15203,,Guinea-Bissau,2020/3/2,0,0,2,4.6,
15204,,Guinea-Bissau,2020/3/3,0,0,0,4.6,
15205,,Guinea-Bissau,2020/3/4,0,0,2,4.6,
15206,,Guinea-Bissau,2020/3/5,0,0,1,4.6,
15207,,Guinea-Bissau,2020/3/6,0,0,3,4.6,
15208,,Guinea-Bissau,2020/3/7,0,0,1,4.6,
15209,,Guinea-Bissau,2020/3/8,0,0,2,4.6,
15210,,Guinea-Bissau,2020/3/9,0,0,2,4.6,
15211,,Guinea-Bissau,2020/3/10,0,0,1,4.6,
15212,,Guinea-Bissau,2020/3/11,0,0,1,4.6,
15213,,Guinea-Bissau,2020/3/12,0,0,1,4.6,
15214,,Guinea-Bissau,2020/3/13,0,0,4,4.6,
15215,,Guinea-Bissau,2020/3/14,0,0,1,4.6,
15216,,Guinea-Bissau,2020/3/15,0,0,2,4.6,
15217,,Guinea-Bissau,2020/3/16,0,0,1,4.6,
15218,,Guinea-Bissau,2020/3/17,0,0,1,4.6,
15219,,Guinea-Bissau,2020/3/18,0,0,1,4.6,
15220,,Guinea-Bissau,2020/3/19,0,0,0,4.6,
15221,,Guinea-Bissau,2020/3/20,0,0,0,4.6,
15222,,Guinea-Bissau,2020/3/21,0,0,0,4.6,
15223,,Guinea-Bissau,2020/3/22,0,0,0,4.6,
15224,,Guinea-Bissau,2020/3/23,0,0,0,4.6,
15225,,Guinea-Bissau,2020/3/24,0,0,0,4.6,
15226,,Guinea-Bissau,2020/3/25,2,0,0,4.6,
15227,,Guinea-Bissau,2020/3/26,2,0,0,4.6,
15228,,Guinea-Bissau,2020/3/27,2,0,0,4.6,
15229,,Guinea-Bissau,2020/3/28,2,0,0,4.6,
15230,,Guinea-Bissau,2020/3/29,2,0,0,4.6,
15231,,Guinea-Bissau,2020/3/30,8,0,0,4.6,
15232,,Guinea-Bissau,2020/3/31,8,0,0,4.6,
15233,,Guinea-Bissau,2020/4/1,9,0,0,4.6,
15234,,Guinea-Bissau,2020/4/2,9,0,0,4.6,
15235,,Guinea-Bissau,2020/4/3,15,0,0,4.6,
15236,,Guinea-Bissau,2020/4/4,18,0,0,4.6,
15237,,Guinea-Bissau,2020/4/5,18,0,0,4.6,
15238,,Guinea-Bissau,2020/4/6,18,0,0,4.6,
15239,,Guinea-Bissau,2020/4/7,33,0,0,4.6,
15240,,Guinea-Bissau,2020/4/8,33,0,0,4.6,
15241,,Guinea-Bissau,2020/4/9,36,0,0,4.6,
15242,,Guinea-Bissau,2020/4/10,36,0,0,4.6,
15243,,Guinea-Bissau,2020/4/11,38,0,0,4.6,
15244,,Guinea-Bissau,2020/4/12,38,0,0,4.6,
15245,,Guinea-Bissau,2020/4/13,38,0,0,4.6,
15277,,Guyana,2020/1/22,0,0,7,10.8,17
15278,,Guyana,2020/1/23,0,0,13,10.8,17
15279,,Guyana,2020/1/24,0,0,9,10.8,17
15280,,Guyana,2020/1/25,0,0,9,10.8,17
15281,,Guyana,2020/1/26,0,0,10,10.8,17
15282,,Guyana,2020/1/27,0,0,9,10.8,17
15283,,Guyana,2020/1/28,0,0,11,10.8,17
15284,,Guyana,2020/1/29,0,0,7,10.8,17
15285,,Guyana,2020/1/30,0,0,12,10.8,17
15286,,Guyana,2020/1/31,0,0,0,10.8,17
15287,,Guyana,2020/2/1,0,0,8,10.8,17
15288,,Guyana,2020/2/2,0,0,10,10.8,17
15289,,Guyana,2020/2/3,0,0,7,10.8,17
15290,,Guyana,2020/2/4,0,0,11,10.8,17
15291,,Guyana,2020/2/5,0,0,8,10.8,17
15292,,Guyana,2020/2/6,0,0,12,10.8,17
15293,,Guyana,2020/2/7,0,0,9,10.8,17
15294,,Guyana,2020/2/8,0,0,10,10.8,17
15295,,Guyana,2020/2/9,0,0,10,10.8,17
15296,,Guyana,2020/2/10,0,0,7,10.8,17
15297,,Guyana,2020/2/11,0,0,11,10.8,17
15298,,Guyana,2020/2/12,0,0,9,10.8,17
15299,,Guyana,2020/2/13,0,0,13,10.8,17
15300,,Guyana,2020/2/14,0,0,8,10.8,17
15301,,Guyana,2020/2/15,0,0,9,10.8,17
15302,,Guyana,2020/2/16,0,0,9,10.8,17
15303,,Guyana,2020/2/17,0,0,8,10.8,17
15304,,Guyana,2020/2/18,0,0,11,10.8,17
15305,,Guyana,2020/2/19,0,0,8,10.8,17
15306,,Guyana,2020/2/20,0,0,0,10.8,17
15307,,Guyana,2020/2/21,0,0,8,10.8,17
15308,,Guyana,2020/2/22,0,0,8,10.8,17
15309,,Guyana,2020/2/23,0,0,10,10.8,17
15310,,Guyana,2020/2/24,0,0,8,10.8,17
15311,,Guyana,2020/2/25,0,0,11,10.8,17
15312,,Guyana,2020/2/26,0,0,8,10.8,17
15313,,Guyana,2020/2/27,0,0,12,10.8,17
15314,,Guyana,2020/2/28,0,0,7,10.8,17
15315,,Guyana,2020/2/29,0,0,9,10.8,17
15316,,Guyana,2020/3/1,0,0,9,10.8,17
15317,,Guyana,2020/3/2,0,0,8,10.8,17
15318,,Guyana,2020/3/3,0,0,11,10.8,17
15319,,Guyana,2020/3/4,0,0,8,10.8,17
15320,,Guyana,2020/3/5,0,0,11,10.8,17
15321,,Guyana,2020/3/6,0,0,8,10.8,17
15322,,Guyana,2020/3/7,0,0,9,10.8,17
15323,,Guyana,2020/3/8,0,0,10,10.8,17
15324,,Guyana,2020/3/9,0,0,8,10.8,17
15325,,Guyana,2020/3/10,0,0,11,10.8,17
15326,,Guyana,2020/3/11,0,0,7,10.8,17
15327,,Guyana,2020/3/12,1,1,13,10.8,17
15328,,Guyana,2020/3/13,1,1,8,10.8,17
15329,,Guyana,2020/3/14,1,1,8,10.8,17
15330,,Guyana,2020/3/15,4,1,9,10.8,17
15331,,Guyana,2020/3/16,4,1,8,10.8,17
15332,,Guyana,2020/3/17,7,1,8,10.8,17
15333,,Guyana,2020/3/18,7,1,4,10.8,17
15334,,Guyana,2020/3/19,7,1,4,10.8,17
15335,,Guyana,2020/3/20,7,1,1,10.8,17
15336,,Guyana,2020/3/21,7,1,3,10.8,17
15337,,Guyana,2020/3/22,19,1,2,10.8,17
15338,,Guyana,2020/3/23,20,1,2,10.8,17
15339,,Guyana,2020/3/24,5,1,0,10.8,17
